symbol,date,open,close,high,low,volume,value,trades,change,marketCap,collectedAt,__v,rsi,macd,macd_signal,bb_upper,bb_lower,bb_width,obv,atr,doji,engulfing,vwap,predicted_trend,signal
MAKSONSPIN,2025-02-03,7.3,6.6,7.3,6.6,276415,2.18,178,-9.59,8487087479.6,2025-02-03T17:01:00+08:00,0,44.100944026150124,-0.3967719261061582,-0.18453573924869823,10.854014260204243,6.3659857397957555,52.12576678755503,663765,1.533902848163279,0,0,8.590524870040692,0,sell
MAKSONSPIN,2025-02-04,8.6,9.3,9.3,8.6,263306,1.915,59,8.14,7720273199.7,2025-02-04T18:50:00+08:00,0,51.790754405588764,-0.27789066258787365,-0.20320672391653333,10.874417884953898,6.365582115046104,52.30667946528763,927071,1.617195501865902,0,0,8.604834106656023,1,buy
MAKSONSPIN,2025-02-05,8.9,9.1,9.1,8.9,486610,1.721,64,2.25,8566448156.23,2025-02-05T16:34:00+08:00,0,51.228575748236686,-0.19753764230901538,-0.20207290759502974,10.908119969635628,6.481880030364373,50.905577219910924,440461,1.5302529660183377,0,1,8.627380447389513,1,buy
MAKSONSPIN,2025-02-06,7.4,8.3,8.3,7.4,250051,0.471,189,12.16,5883430495.11,2025-02-06T18:08:00+08:00,0,48.94017385053246,-0.19614951938616088,-0.200888229953256,10.894797288042312,6.455202711957689,51.17688272143658,190410,1.5423777541598849,0,0,8.610863945085477,1,buy
MAKSONSPIN,2025-02-07,8.6,7.9,8.6,7.9,359663,3.552,104,-8.14,6457799284.52,2025-02-07T17:29:00+08:00,0,47.79065088916317,-0.22473546844220138,-0.2056576776510451,10.829837072686448,6.3801629273135525,51.71033289218937,-169253,1.482207914577036,0,0,8.59344130259957,0,sell
MAKSONSPIN,2025-02-08,8.8,8.6,8.8,8.6,461809,4.598,54,-2.27,6289346817.69,2025-02-08T18:11:00+08:00,0,50.00380583689691,-0.18873032347537055,-0.20227220681591018,10.842509909377533,6.427490090622469,51.12935516797988,292556,1.4406216349643906,0,0,8.596718162469442,0,sell
MAKSONSPIN,2025-02-09,9.3,9.6,9.6,9.3,217724,0.921,176,3.23,5955580874.86,2025-02-09T16:42:00+08:00,0,53.064709727705065,-0.07859831162414643,-0.17753742777755746,10.889703559759102,6.4202964402408975,51.63959699038942,510280,1.4091486610383626,0,0,8.615381792472526,1,buy
MAKSONSPIN,2025-02-10,9.3,8.8,9.3,8.8,200693,1.212,30,-5.38,5673601389.87,2025-02-10T18:26:00+08:00,0,50.40600739511761,-0.05523450391592988,-0.15307684300523197,10.910556110278957,6.459443889721044,51.250572487713455,309587,1.3656380423927652,0,0,8.621947242711842,0,sell
MAKSONSPIN,2025-02-11,8.7,8.9,8.9,8.7,253348,0.67,131,2.3,4162896005.57,2025-02-11T18:36:00+08:00,0,50.73825997967247,-0.028322865353471727,-0.12812604747487993,10.903150917054443,6.456849082945561,51.22467550816684,562935,1.2823781822218534,0,0,8.626819601421383,1,buy
MAKSONSPIN,2025-02-12,8.2,7.9,8.2,7.9,64132,0.253,104,-3.66,9471405407.71,2025-02-12T16:14:00+08:00,0,47.323935204264444,-0.0866875603218773,-0.11983835004427941,10.859285600364547,6.380714399635456,51.95558237504746,498803,1.2622083120631495,0,0,8.623183499097392,0,sell
MAKSONSPIN,2025-02-13,7.9,7.9,7.9,7.9,466535,1.435,110,0.0,9219440948.14,2025-02-13T17:04:00+08:00,0,47.32393520426444,-0.13142699301425154,-0.12215607863827385,10.716688846529088,6.333311153470913,51.417920153175075,965338,1.1720505754872104,1,0,8.59390149499264,0,sell
MAKSONSPIN,2025-02-14,8.7,8.3,8.7,8.3,224861,1.375,179,-4.6,4760965933.9,2025-02-14T16:54:00+08:00,0,48.91857152514626,-0.13307267967620717,-0.12433939884586052,10.61188145923337,6.31811854076663,50.72372024178075,1190199,1.145475534380981,0,0,8.590827892142503,0,sell
MAKSONSPIN,2025-02-15,7.7,7.1,7.7,7.1,122251,0.557,99,-7.79,6660760033.23,2025-02-15T18:44:00+08:00,0,44.56040888084671,-0.2285720332754444,-0.1451859257317773,10.636117696798623,6.183882303201377,52.93977875858793,1067948,1.149370139068054,0,0,8.577532578664252,0,sell
