symbol,date,open,close,high,low,volume,value,trades,change,marketCap,collectedAt,__v,rsi,macd,macd_signal,bb_upper,bb_lower,bb_width,obv,atr,doji,engulfing,vwap,predicted_trend,signal
ALIF,2025-02-03,7.8,8.5,8.5,7.8,55779,0.463,191,8.97,3908269010.46,2025-02-03T18:47:00+08:00,0,50.179592876196594,-0.10739315918416636,-0.028826780078219195,10.591287845048267,6.3387121549517325,50.23716113522191,1386933,1.449038039450292,0,0,8.568035151475684,1,buy
ALIF,2025-02-04,7.7,7.0,7.7,7.0,267182,1.468,161,-9.09,4343499935.44,2025-02-04T16:20:00+08:00,0,45.745742440098276,-0.20602878547931525,-0.06426718115843841,10.599532659250615,6.320467340749387,50.57996830379702,1119751,1.4526781794895567,0,0,8.531941117148797,0,sell
ALIF,2025-02-05,9.8,8.9,9.8,8.9,208977,1.998,38,-9.18,6610079019.43,2025-02-05T17:45:00+08:00,0,51.58168013064258,-0.12939255211535183,-0.07729225534982109,10.64102779057162,6.3589722094283765,50.37712448403817,1328728,1.5489154523831599,0,0,8.545778915743776,0,sell
ALIF,2025-02-06,9.6,9.7,9.7,9.6,230707,0.7,73,1.04,6458896402.74,2025-02-06T18:10:00+08:00,0,53.83345646927322,-0.0040576963217571205,-0.06264534354420831,10.685046082460001,6.344953917539999,50.969960832883174,1559435,1.4954214914986486,0,0,8.570837548991022,1,buy
ALIF,2025-02-07,8.9,8.7,8.9,8.7,97864,0.281,111,-2.25,6420123700.88,2025-02-07T16:25:00+08:00,0,50.661767649893065,0.014413289799398044,-0.04723361687548704,10.695259418090155,6.454740581909844,49.45211470764211,1461571,1.4600342421058878,0,0,8.572677200644645,0,sell
ALIF,2025-02-08,7.5,7.5,7.5,7.5,308088,0.736,193,0.0,4122538250.34,2025-02-08T17:56:00+08:00,0,47.07736812705116,-0.06700588961906284,-0.0511880714242022,10.669693973752409,6.340306026247589,50.904032304583424,1153483,1.441460367669753,1,0,8.541865077200702,0,sell
ALIF,2025-02-09,8.7,9.6,9.6,8.7,93349,0.486,124,10.34,7300592857.12,2025-02-09T17:44:00+08:00,0,53.303813964785746,0.037489122399168906,-0.033452632659527984,10.73281637909291,6.327183620907089,51.64868415223706,1246832,1.4884989128361994,0,0,8.548406474039474,1,buy
ALIF,2025-02-10,7.9,7.7,7.9,7.7,386381,0.589,180,-2.53,9334605401.19,2025-02-10T16:36:00+08:00,0,47.82175977760395,-0.03263574422357429,-0.03328925497233725,10.685157652059871,6.2448423479401285,52.45499473266088,860451,1.5178918476336136,0,0,8.521450641040802,0,sell
ALIF,2025-02-11,7.9,8.4,8.4,7.9,317807,1.765,170,6.33,5071326006.5,2025-02-11T16:25:00+08:00,0,49.86742324473077,-0.03136450588841733,-0.032904305155553266,10.680270253820469,6.239729746179533,52.48865848275337,1178258,1.4594710013740697,0,0,8.513504404003351,1,buy
ALIF,2025-02-12,8.8,8.5,8.8,8.5,312478,0.941,53,-3.41,1135266521.44,2025-02-12T16:23:00+08:00,0,50.16798922045228,-0.022033883194053416,-0.030730220763253296,10.63099977283052,6.229000227169479,52.21826270060548,1490736,1.383794501275922,0,0,8.515788014664198,0,sell
ALIF,2025-02-13,9.9,10.8,10.8,9.9,65438,0.272,193,9.09,1199187751.35,2025-02-13T16:17:00+08:00,0,56.611298289091444,0.16900331559149073,0.009216486507695514,10.770324652510984,6.149675347489014,54.617604078273885,1556174,1.449237751184785,0,0,8.526698200531246,1,buy
ALIF,2025-02-14,8.6,8.1,8.6,8.1,314475,0.59,116,-5.81,6673082714.75,2025-02-14T16:53:00+08:00,0,48.65755695308805,0.10136575548795435,0.02764634030374728,10.714863009414058,6.335136990585939,51.375085264845985,1241699,1.5385779118144431,0,0,8.520003989998644,0,sell
ALIF,2025-02-15,8.7,8.2,8.7,8.2,150250,0.43,86,-5.75,2665587957.44,2025-02-15T17:55:00+08:00,0,48.94367078557319,0.05519540776594667,0.03315615379618716,10.677236276626934,6.482763723373067,48.88662649480031,1391949,1.471536632399126,0,0,8.518140871892864,0,sell
ALIF,2025-02-16,7.5,7.8,7.8,7.5,211540,1.415,58,4.0,7466591501.84,2025-02-16T17:05:00+08:00,0,47.79630647536669,-0.013515780993641258,0.023821766838221476,10.444338680769995,6.475661319230004,46.911079923640564,1180409,1.4164268729420455,0,0,8.504380441121077,1,buy
ALIF,2025-02-17,7.3,7.3,7.3,7.3,154027,0.411,125,0.0,4037291508.34,2025-02-17T16:17:00+08:00,0,46.3341276661213,-0.10708134733242325,-0.0023588559959074676,10.433428491530842,6.346571508469159,48.71104866581266,1026382,1.3509678105890421,1,0,8.48980956211015,0,sell
ALIF,2025-02-18,9.6,10.3,10.3,9.6,401285,1.816,178,7.29,5324771131.34,2025-02-18T17:41:00+08:00,0,55.19145890260728,0.06014883684468586,0.010142682572211199,10.456528559103658,6.333471440896341,49.11324738781796,1427667,1.4687558241183962,0,0,8.537992476001598,1,buy
ALIF,2025-02-19,8.4,8.8,8.8,8.4,122048,0.897,26,4.76,4076793364.4,2025-02-19T17:52:00+08:00,0,50.6868729355541,0.0708260599253876,0.02227935804284648,10.491760750546616,6.358239249453385,49.06256974591371,1305619,1.499558979538511,0,0,8.539177296172257,1,buy
ALIF,2025-02-20,8.0,7.9,8.0,7.9,187561,1.791,184,-1.25,2290758636.9,2025-02-20T17:03:00+08:00,0,48.147687755929184,0.006589399262969309,0.019141366286871044,10.457260023189745,6.472739976810255,47.07052624193137,1118058,1.4567333381429033,0,0,8.530723899925315,0,sell
ALIF,2025-02-21,9.3,10.1,10.1,9.3,102513,0.759,86,8.6,9818731939.6,2025-02-21T16:40:00+08:00,0,54.18902728160943,0.13168501385209375,0.04165009579991559,10.661104912333036,6.428895087666964,49.528494144717044,1220571,1.5098238139898386,0,0,8.54058264469715,1,buy
ALIF,2025-02-22,8.2,8.7,8.7,8.2,425174,3.417,108,6.1,6357477496.21,2025-02-22T17:33:00+08:00,0,50.1821638643168,0.11651280290223909,0.05662263722038029,10.634850740726783,6.615149259273217,46.60523456757758,795397,1.537693541561993,0,0,8.5403620125048,1,buy
ALIF,2025-02-23,9.0,8.1,9.0,8.1,128709,1.22,39,-10.0,2425564379.63,2025-02-23T16:11:00+08:00,0,48.5261022508801,0.055434713948338654,0.05638505256597196,10.627350118055725,6.582649881944276,47.00407014655955,666688,1.4921440028789934,0,0,8.53908062355852,0,sell
ALIF,2025-02-24,8.9,8.6,8.9,8.6,98496,0.624,106,-3.37,1084259805.8,2025-02-24T18:31:00+08:00,0,50.00671742939481,0.04683581560612815,0.054475205174003206,10.568905517800719,6.801094482199279,43.38297104895153,765184,1.442705145530494,0,0,8.540197039132607,0,sell
ALIF,2025-02-25,9.0,10.0,10.0,9.0,102212,0.999,191,11.11,1643802566.39,2025-02-25T18:25:00+08:00,0,53.9968339507572,0.15124595718295986,0.07382935557579454,10.708146336022807,6.771853663977194,45.03767359319923,867396,1.4396547779926014,0,0,8.548249058920455,1,buy
ALIF,2025-02-26,9.3,9.5,9.5,9.3,133174,1.018,88,2.15,8157286533.57,2025-02-26T18:56:00+08:00,0,52.38864259744434,0.19143913411998703,0.09735131128463304,10.680487118644981,6.77951288135502,44.684699167124414,734222,1.3868222938502728,0,1,8.55641603981893,1,buy
ALIF,2025-02-27,7.2,7.8,7.8,7.2,126429,0.738,133,8.33,4980893427.99,2025-02-27T17:32:00+08:00,0,47.23732503793385,0.0851353367444947,0.09490811637660537,10.677260023189744,6.692739976810257,45.878181305463286,607793,1.4520492728609677,0,0,8.548110589759805,1,buy
ALIF,2025-02-28,8.6,7.8,8.6,7.8,80986,0.734,145,-9.3,3884252202.52,2025-02-28T18:26:00+08:00,0,47.23732503793386,0.0008786825415363353,0.07610222960959157,10.660612149304395,6.739387850695604,45.07154366217001,688779,1.40547432479947,0,0,8.545447313891687,0,sell
ALIF,2025-03-01,7.7,8.2,8.2,7.7,145332,1.28,76,6.49,1701770026.66,2025-03-01T18:36:00+08:00,0,48.616085436875395,-0.03323554719059807,0.05423467424955364,10.556758936660216,6.703241063339786,44.652582541372304,834111,1.3407975873137938,0,0,8.540413486053707,1,buy
ALIF,2025-03-02,7.2,6.7,7.2,6.7,159046,0.867,175,-6.94,3095479727.32,2025-03-02T18:28:00+08:00,0,43.97534573714283,-0.17924258704123908,0.007539221991395097,10.647462212472092,6.512537787527907,48.19259236531684,675065,1.3521691882199514,0,0,8.522600521156582,0,sell
ALIF,2025-03-03,8.0,8.7,8.7,8.0,476043,0.798,88,8.75,7862337179.5,2025-03-03T18:36:00+08:00,0,50.728770179622586,-0.1320487568724662,-0.020378373781377163,10.661373635139588,6.5286263648604095,48.083156140537284,1151108,1.398442817632812,0,0,8.520873784162177,1,buy
ALIF,2025-03-04,9.0,10.0,10.0,9.0,292225,2.198,187,11.11,3289647998.34,2025-03-04T17:13:00+08:00,0,54.562791651876296,0.010134999036086612,-0.014275699217884408,10.824158768521947,6.515841231478049,49.69224379520068,1443333,1.3914111878018969,0,0,8.542183400282818,1,buy
ALIF,2025-03-05,7.2,6.8,7.2,6.8,84536,0.59,55,-5.56,6400961713.05,2025-03-05T16:38:00+08:00,0,45.23236072195833,-0.1338536252411,-0.03819128442252753,10.536978471102206,6.403021528897796,48.80704772378287,1358797,1.5205961029589043,0,0,8.533573877042258,0,sell
ALIF,2025-03-06,9.6,9.0,9.6,9.0,383569,3.657,73,-6.25,1859537033.02,2025-03-06T18:33:00+08:00,0,51.38715503314578,-0.06964125252104658,-0.04448127804223134,10.58697972963058,6.443020270369422,48.66658202303179,1742366,1.6119820956046969,0,0,8.549371737033018,0,sell
ALIF,2025-03-07,7.7,8.1,8.1,7.7,315695,2.494,110,5.19,6636899106.5,2025-03-07T18:14:00+08:00,0,48.96299115635513,-0.0903336527828742,-0.053651752990359916,10.585475849052454,6.434524150947546,48.77734075328917,1426671,1.5896976602043613,0,0,8.538220385510943,1,buy
ALIF,2025-03-08,9.8,10.5,10.5,9.8,98426,0.615,130,7.14,4801276387.45,2025-03-08T17:43:00+08:00,0,55.052303564137226,0.08593678749954492,-0.02573404489237895,10.864436865513412,6.425563134486588,51.34613916745893,1525097,1.6475763987611924,0,0,8.548472022101198,1,buy
ALIF,2025-03-09,7.7,8.5,8.5,7.7,303106,2.959,98,10.39,8479229518.52,2025-03-09T18:43:00+08:00,0,49.7277268685734,0.06351691264959491,-0.007883853383984177,10.838986879059945,6.571013120940056,49.02899205192291,1221991,1.7298923702782503,0,0,8.542819231749856,1,buy
ALIF,2025-03-10,7.5,6.7,7.5,6.7,342392,1.431,167,-10.67,4791872964.87,2025-03-10T17:51:00+08:00,0,45.46565977943422,-0.09836209941403773,-0.025979502589994888,10.697441023365194,6.352558976634808,50.96635831941801,879599,1.734900058115518,0,0,8.51151690540261,0,sell
ALIF,2025-03-11,8.9,8.6,8.9,8.6,420369,1.93,37,-3.37,1241136517.39,2025-03-11T17:51:00+08:00,0,50.30717336166021,-0.07250249804606845,-0.0352841016812096,10.684124247248185,6.345875752751816,50.948308802071274,1299968,1.768121482535838,0,0,8.516003279827297,0,sell
ALIF,2025-03-12,9.7,10.6,10.6,9.7,362725,2.147,121,9.28,7297014880.16,2025-03-12T18:42:00+08:00,0,54.85098623303951,0.10812827223420385,-0.0066016268981269124,10.979377599274107,6.3206224007258935,53.858441601713444,1662693,1.784684233783278,0,0,8.551906595261022,1,buy
ALIF,2025-03-13,9.6,10.3,10.3,9.6,389443,3.298,46,7.29,3341913992.74,2025-03-13T16:50:00+08:00,0,54.052588717103276,0.22448425154513885,0.03961554879052624,11.015758901076254,6.304241098923746,54.405517345871914,1273250,1.7286353599416153,0,1,8.583944687046706,1,buy
ALIF,2025-03-14,8.3,7.5,8.3,7.5,169043,0.773,88,-9.64,3361602850.16,2025-03-14T16:58:00+08:00,0,47.15379931995747,0.08972629514720865,0.04963769806186272,11.009149227424487,6.190850772575512,56.02672621917413,1104207,1.8051614056600713,0,0,8.576509755704707,0,sell
ALIF,2025-03-15,10.0,9.8,10.0,9.8,262472,0.698,115,-2.0,3947217897.94,2025-03-15T18:43:00+08:00,0,52.51505829389151,0.16659996127250842,0.07303015070399185,11.13716231110422,6.232837688895777,56.46890756716688,1366679,1.854792733827209,0,0,8.594479583441258,0,sell
ALIF,2025-03-16,8.1,7.6,8.1,7.6,259140,1.543,198,-6.17,5981440483.33,2025-03-16T18:31:00+08:00,0,47.546285497302016,0.049431466512871225,0.06831041386576774,11.132418667344345,6.137581332655655,57.84409188985165,1107539,1.879450395696694,0,0,8.583250262207502,0,sell
ALIF,2025-03-17,7.3,6.6,7.3,6.6,277246,1.944,36,-9.59,7484362735.4,2025-03-17T17:01:00+08:00,0,45.441629201795315,-0.12270261304539432,0.030107808483535323,11.029585736527444,5.900414263472556,60.592693125279254,830293,1.8166325102897873,0,0,8.55821731231145,0,sell
ALIF,2025-03-18,9.3,9.3,9.3,9.3,399834,2.677,157,0.0,6056409485.47,2025-03-18T18:58:00+08:00,0,51.66308430957395,-0.04078256012898862,0.015929734761030538,11.004882350227165,5.905117649772835,60.31655470673364,1230127,1.8797301881262314,1,0,8.57321130157786,0,sell
ALIF,2025-03-19,8.1,7.6,8.1,7.6,226766,0.367,170,-6.17,9470568855.42,2025-03-19T16:34:00+08:00,0,47.955121140910556,-0.11174795958047667,-0.009605804107270906,11.00662058080427,5.883379419195727,60.66596994207868,1003361,1.8668923175457866,0,0,8.564069818324313,0,sell
